ref	id	req	type	min	max	elementname
SLN01	350	M	AN	1	20
SLN02
SLN03	662	M	ID	1	1
SLN04	380	X	R	1	15
SLN05
SLN06	212	X	R	1	17
SLN07	639	O	ID	2	2
