id	definition
0	Intermodal Facility Not Available
1	Circus Type Ramp
2	Overhead Crane
3	Side Lifter
4	Both Crane and Side Lifter
5	Stack Train Facility
6	Facility has been Closed
7	Both Carload and Intermodal Facility Available
