id	definition
AC	Four Bolt Flange
DF	Dry Disconnect, Female
DM	Dry Disconnect, Male
QF	Quick Fit (Camlock), Female
QM	Quick Fit (Camlock), Male
TH	Threaded, Female
TM	Threaded, Male
