id	definition
AD	Aerator (Dry Bulk)
AF	Air Filter
AI	Air Dryer
CY	Cyclone
DB	Dry Bulk Filter
DR	Dry Brake Valve
ME	Meter
ND	Nozzle, Drumming
NO	Nozzle, Boxing
PR	Pressure and or Vacuum Valve
SC	Self Contained Breathing Apparatus (SCBA)
SE	Service Truck
VI	Vibrator (Dry Bulk)
