id	definition
1	School Mark
2	Department Mark
3	Final Mark
4	Supplemental Mark
5	Mid-term Mark
6	Six-week Mark
7	Examination Mark
8	Work Experience Mark
9	Nine Weeks' Mark
10	Mark at Time of Withdrawal
