id	definition
AR	Rail Cost Adjustment Factor Rate Adjustment Factor
CR	Rail Carrier Cost Recovery Rate Adjustment Factor
ER	Equipment Rate Adjustment Factor
IR	Selective Increase/Decrease Rate Adjustment Factor
LR	Actual Location Rate Adjustment Factor
MR	Miscellaneous Rate Adjustment Factor
RR	Ramp Rate Adjustment Factor
SR	Shipper Rate Adjustment Factor
