id	definition
CO	Carrier's Overland Common Point
IC	Interchange
IP	Inland Point Interchange (Micro Land-Bridge)
ML	Mini Land-Bridge
RO	Rail Overland Common Point
SD	Store - Door
SU	Substituted Service
