id	definition
AF	Add Fuel
BK	Booking
CB	Charge Battery
CC	Communications Charge
CL	Clearance
CS	Interior Cleaning
DP	Dealer Pick Up
LD	Loading
LS	Property Lease
MM	Miscellaneous
PH	Paper Handling
PL	Placarding
RL	Releasing
RP	Replace Placards
RS	Remote Storage
SH	Shuttle Within Yard
SW	Rail Switching
UL	Unloading
WH	Wharfage
WW	Wash and Wax
