id	definition
A	Northeast
B	Northwest
C	Southeast
D	Southwest
E	East
F	North Northwest
G	South Southeast
H	South Southwest
I	North Northeast
J	East Northeast
K	East Southeast
L	West Northwest
M	West Southwest
N	North
S	South
W	West
