id	definition
A1	Airline Transport Pilot
A2	All Cargo Air Service Certificate
C1	Certificate of Public Convenience and Necessity
C2	Commercial
C3	Competition Driver's License
F1	Flight Instructor
MV	Motor Vehicle Operator License
P1	Private
R1	Recreational
S1	Student
U1	U.S. Parachute Association Class A
U2	U.S. Parachute Association Class B
U3	U.S. Parachute Association Class C
U4	U.S. Parachute Association Class D
