id	definition
A	Restricted Fee (Tribal Lands)
B	Inclusionary Zoning
C	Co-Operative
D	Trust Land
F	Fee Simple
G	Other Ownership Rights
H	Shares
L	Leasehold
O	Own
R	Rent
S	Condominium
T	Uses as Collateral
U	Unknown
X	Living Rent Free
