id	definition
AH	Holding Mortgagee Address Change
AS	Servicing Mortgagee Address Change
BH	Holding Mortgagee Name and Address Change
BS	Servicing Mortgagee Name and Address Change
NC	No Change
NH	Holding Mortgagee Name Change
NS	Servicing Mortgagee Name Change
