id	definition
1	One Way
2	Secondary
A	District
B	Gravel
C	Interdistrict
D	Dirt
E	Dead End
F	Interstate
G	Lake Side
H	Paved
I	Rural
J	State
M	Main
S	Side
V	Service
W	Well Traveled
Z	Mutually Defined
