id	definition
999	Other Gasket Type
ASB	Asbestos
BUN	Buna
BUT	Butyl Rubber
EPD	Ethylene Propylene (EPDM)
FDA	FDA White-Food Grade
HYP	Hypolon
KAL	Kalrez
LEA	Leather
NAT	Natural Rubber
NEO	Neoprene
SAN	Santoprene
TEF	Teflon
VIT	Viton
