id	definition
1	English Only
2	Fully English Proficient
3	Limited English Proficient
4	Non-English Speaking
5	Status Unknown
6	Redesignated Fluent English Proficient
A	Excellent or Fluent
B	Good
C	Fair
D	Poor
E	Unacceptable
