id	definition
A	Additional Equipment for Manifest Billing
B	Basket Attached to Chassis (to hold generator set)
C	Prior Load Credit
D	Chassis Attached to Container
F	Conveying Flat Car
G	Reference to Lead Equipment for Manifest Billing
H	Generator Set
K	Clip-on Front-Mounted Generator Unit For Container
L	Lead Car
M	Mated
N	Cryogenic Apparatus
R	Tractor
S	Saddle to Conveying Flatcar
T	Trailer
X	Transfer Load
