id	definition
A	Approved Version
B	Initial Release
C	Cancelled
D	Released for Production
E	Released to Engineering
F	Released for Quotation
G	Replaces
H	Confirmation
J	Proposed
K	Seller-Initiated Change
L	Engineering Change Notice
M	Engineering Change Order
N	Engineering Change Request
P	Conditional
Z	Mutually Defined
