id	definition
AAM	Anhydrous Ammonia
ACD	Acid
CEM	Cement Discharge
CRO	Cross Link Polyethylene (Chemical-Solvent)
FDA	FDA Tube (Food Grade)
GAL	Galvanized Steel (Hot Asphalt and Tar)
HOT	Hot Air Blower
LIQ	Liquid Propane Gas
NIR	Nitrile Tube (Petroleum)
NIT	Nitrile Tube (Hot Asphalt and Tar)
PUR	Pure Gum Tube (Food Grade, Dry Bulk)
SST	Stainless Steel
TEF	Teflon (Fluorocarbon)
VIT	Viton (Fluoroelastomer)
