id	definition
BB	Bounceback
DH	Direct Home Delivery
DM	Direct Mail
EC	Electronic
FS	Free Standing Insert
HO	Handout
HS	Sample
IL	Instant Redeemable
IP	In Pack
MO	Magazine
MR	Customer Relations
NC	Newspaper
OP	On Pack
RI	Retail In-ad
SP	Shelf Pad
TM	Theme Promotion
