id	definition
A	Administrative (Place to Mail Administrative Correspondence)
C	Customs (Place to Mail Customs Documents)
M	Mail Waybill (Place to Mail Revenue Waybills)
T	Trace Waybill (Place to Mail Revenue Waybill Trace Request)
