id	definition
AA	Checkout Coupons
AB	Video Cart
AC	Frequent Shopper
AD	Shelf Coupon Dispenser
AE	Electronic Shelf Tag
AF	In-Store Broadcast
AG	Front-End Coupon Dispenser (Kiosk)
AH	Newspaper
AI	Television
AJ	Radio
AK	Magazine
AL	Telemarketing
AM	Direct Mail
AN	Flyers
