id	definition
AC	Accesorial Charges
AT	Actual Rates
BF	Rate Base Reference With Add-On
BS	Rate Basis/Scale
CA	Class Adjustment
SR	Scale/Rates
ZA	Zip Adjustment Applied After Class Adjustment
ZB	Zip Adjustment Applied Before Class Adjustment
