id	definition
DS	Discount Allowance
LA	Labor Charges
MA	Material Charges
PR	Promotional Allowance
RC	Reconditioning Charges
RE	Cost of Repairs
RL	Release Value
SA	Salvage Allowance
TR	Transportation Charges
