id	definition
B	Body Ice
D	Discontinue Service
M	Standard Mechanical Protective Service
BC	Body Ice Consumed or Removed
MN	Modified Mechanical Protective Service
HDN	Do Not Heat
HSC	Standard Heating In Canada
MNU	Do Not Operate
HDNC	Do Not Heat in Canada
