id	definition
CN	Container Information
DI	Disclosure
EN	Container Size/Type
MV	Total Weights/Volume
PN	Package Count and Type
RN	Rates and Charges
SN	Seal Numbers
TN	Tariff
UF	Destination Clause On First Page
VN	Volume
WN	Weights
XY	Weight/Measure Both English and Metric
