id	definition
1	In-school Interest Paid Monthly by Borrower
2	In-school Interest Capitalized Quarterly
3	In-school Interest Paid Quarterly by Borrower
4	In-school Interest Capitalized Annually
5	In-school Interest Capitalized at Repayment
6	In Advance
7	In Arrears
