id	definition
001	Pricing Market
002	Store Number
003	See Free Form Text
004	Promotion Market
005	Pricing and Promotion Market-Manufacturer
006	All Stores
007	Co-op Advertising Market
008	Pricing and Promotion Market-Customer
009	State Abbreviation Code
010	Zip Code
011	Zip Code Beginning Value
012	Zip Code Ending Value
