id	definition
B	Barge
C	Cubic Centimeters
D	Cord
E	Cubic Feet
F	100 Board Feet
G	Gallons
H	Hundreds of Measurement Tons
L	Load
M	Cubic Decimeters
N	Cubic Inches
R	Car
S	Measurement Ton
T	Container
U	Volumetric Unit
V	Liter
X	Cubic Meters
