id	definition
C	Trackage Rights or Haulage Agreement
E	End of Train Device
I	Joint Motor-Rail
N	Normal (Rail-to-Rail)
O	Operating
P	Per Diem Relief Point
R	Rubber (Rail to Motor)
S	Shop
T	Truck (rail to Motor to rail)
V	Revenue Only
W	Water
