id	definition
1	Detail Level 1
2	Detail Level 2
3	Detail Level 3
4	Detail Level 4
5	Detail Level 5
6	Detail Level 6
7	Detail Level 7
8	Detail Level 8
9	Detail Level 9
A	Advances
B	Balance
C	A Fixed Amount Received By a Road
D	Detail
E	Zero
F	Division Formula Factor
H	Maximum
M	Minimum
N	No Division
P	Percent
R	Rate or Division
