id	definition
A	Air Miles
B	Carrier's Rate Basis Number
D	Carrier's Docket 28300 Miles
F	Air Kilometers
K	Kilometers (Actual)
L	Tariff Kilometers
M	Miles (Actual)
T	Tariff Miles
X	Maximum Miles
