id	definition
1	Full year
2	Semester
3	Trimester
4	Quarter
5	Quinmester
6	Mini-term
7	Summer Session
8	Intersession (Year Round Schools)
9	Long session which is longer than a semester or quarter or trimester, but shorter than a full year
