id	definition
AA	Checkout
AB	Shelf
AC	Front-end
AD	Demonstration
AE	In-advertising
AF	Instant Redeemable
BA	Without Sample
BB	With Sample
BC	Co-op
BD	On Cart
BE	Kiosk
BF	Military
BG	In Store with Sample
BH	In Store without Sample
BI	Off Location with Sample
BJ	Off Location without Sample
BK	Hospital
BL	Cross-Ruff
BM	On Page
BN	Pop-up
BO	Tip In
BP	Color
BQ	Sunday Comics
BR	Supplement
BS	Split Value
