id	definition
C	Concentration
E	Endorsement
G	Graduate Non-degree
L	Licensing
M	Major
N	Minor
S	Specialization
T	Teaching
V	Visiting Scholar
W	Course Taken
X	Course In Progress
Z	Course Planned
