id	definition
CN	Ultimate Destination Canada
DP	Diplomatic Pouches
GS	Shipment to U.S. Agencies
HH	Household Shipments
HR	Human Remains
MS	U.S. Military Supplies
PP	Personal Property
UP	Shipments between U.S. Possessions except the Virgin Islands
UR	Unreported Low-value Shipments
