id	definition
A	Shipper's Weight Agreement
C	Consignee Scale Weight
D	Destination Weight Agreement
E	Estimated Weight
F	Public Scale Weight on Behalf of Consignee
G	Grain Exchange Weight
H	Public Scale Weight on Behalf of Shipper
M	Manifest Weight
N	No Wt. Req., Ship. Moving on Contract or per car rate
O	Official Weight
R	Carrier Scale Weight
S	Shipper Certified Scale Weights
T	Tariff Authorized Weight
