id	definition
CS	Child Support
II	Interstate Income Withholding - Child Support
IO	Interstate All Others - Child Support
IT	Interstate State Tax Offset - Child Support
RI	Interstate Cost-recovery Income Withholding - Child Support
RO	Interstate Cost-recovery All Others - Child Support
RT	Interstate Cost-recovery State Tax Offset - Child Support
