id	definition
BY	Risk of Loss in Transit to Destination is Buyer's
FE	Risk of Loss in Transit to Freight Equalization Point is Seller's
IM	Shared Risk and Investor Markets
IR	Investor Risk
LR	Lender Risk
PP	Risk of Loss in Transit to Pool Point is Seller's
SE	Risk of Loss in Transit to Destination is Seller's
SR	Shared Risk and Lender Markets
ZZ	Mutually Defined
