id	definition
A	Abandoned by Carrier
H	Haulage Station
I	Interchange Point
J	Junction Settlement Station
L	International Location
M	Motor Freight Tariff Location
N	Not a National Rate Base (NRB) Point
O	Railroad Operating Location
R	Railroad Freight Tariff Location
S	Sold by Carrier
T	Reader Equipped
W	Switch Carrier Station
