id	definition
A	Air Force
B	Air Force Reserves
C	Army
D	Army Reserves
E	Coast Guard
F	Marine Corps
G	Marine Corps Reserves
H	National Guard
I	Navy
J	Navy Reserves
K	Other
L	Peace Corp
M	Regular Armed Forces
N	Reserves
O	U.S. Public Health Service
