id	definition
7	Not Provided
8	Not Applicable
A	Asian or Pacific Islander
B	Black
C	Caucasian
D	Subcontinent Asian American
E	Other Race or Ethnicity
F	Asian Pacific American
G	Native American
H	Hispanic
I	American Indian or Alaskan Native
J	Native Hawaiian
N	Black (Non-Hispanic)
O	White (Non-Hispanic)
P	Pacific Islander
Z	Mutually Defined
