id	definition
AC	Advanced Charges
AM	Amount Collected
CH	Charge Minimum And Maximum Specifications
HA	Half Hour
HR	Hour
HU	Hundredweight
II	Long Ton
MA	Man-hour (Monday Through Friday, 8 AM to 5 PM)
MH	Man-hour (Saturdays)
MI	Miles
MN	Man-hour (Monday Through Friday, 5 PM to 8 AM)
NO	Notification
PA	Package
RB	Rate Basis
SE	Seal
SH	Shipment
ST	Stop
TN	Ton
VE	Vehicle
