id	definition
EXC	Exchange
FSO	Field Stock Only
HLD	Hold
MOD	Modify
REN	Rework to Equivalent to New Status
REP	Repair
RET	Return
REW	Rework
SAL	Salvage
SAR	Scrap and Recycle
SCR	Scrap
UAI	Use As Is
