id	definition
1	Declined
2	Open Discovered
3	Unknown
4	Did Not Inquire
5	Not a Lender
6	No Open Account
7	Reporting Agency Inquiry
8	Application Pending
9	Open, Account Number Not Issued
10	Account Closed
11	Open, Primary Account
