id	definition
AE	Architect and Engineering
CN	Construction
DR	Demolish, Dismantle or Replace
ER	Equipment Rental
HW	Hardware
IR	Inspect and Repair as Necessary
MD	Modification
OV	Overhaul
RD	Research and Development
RE	Repair
SB	Shipbuilding
SP	Supplies
SU	Subsistence
SV	Services
TE	Test and Evaluation
UT	Utilities
