id	definition
IMF	International Monetary Fund
LNF	London (England) Exchange - First Closing
LNS	London (England) Exchange - Second Closing
NYC	New York Foreign Exchange
PHI	Philadelphia Foreign Exchange
ZUR	Zurich (Switzerland) Exchange
