id	definition
CSD	Cost Markup Multiplier - Original Cost
CSR	Cost Markup Multiplier - Retail Cost
DIS	Discount Multiplier
ILP	Cost Markup Multiplier - Wholesale Cost
PSP	Percent Solution Multiplier
SEL	Selling Multiplier
