id	definition
CW	Per Hundred Weight
FR	Per Flat Rate
PE	Per Each Unit
PF	Per Cubic Foot
PG	Per Gallon
PM	Per Mile
PR	Per Hour
PT	Per Trailer
SY	Per Square Yard
