id	definition
A	For Sale
B	For Lease
C	For Rent
D	Trade
E	Timeshare
F	Property Still Under Developer's Control, Project not Completed
G	Project is Complete
H	Will Remain or Become Primary or Additional
J	Project is Completed and Controlled by Home Owner's Association Greater Than Two Years
P	Pending Sale
R	Rental Being Held for Income
S	Already Sold
T	Retained
