id	definition
AM	American
CM	Communist
CN	Conservative
DM	Democratic
FR	Freedom
GN	Green
GR	Grass Roots
IN	Independence
LL	Liberal
LR	LaRouche
LT	Libertarian
NP	No Political Party
OT	Other Political Party
PF	Peace and Freedom
RL	Right-to-Life
RP	Republican
SC	Socialist
SL	Socialist-Labor
TX	Taxpayers
ZZ	Mutually Defined
