id	definition
DI	Direct
JU	Conversation with Juvenile
NB	Conversation with Neighbor
NM	Name on Mailbox
OM	Other Method of Verification
RE	Conversation with Relative
TE	Telephone
TN	Conversation with Tenant
VI	Visual
ZZ	Mutually Defined
