id	definition
1	Received from Bureau
2	Received on Loan Application
3	Discovered in Interview
4	Accountant
5	Government Registry
6	Management of Business
7	Official Publication
8	Outside Quarters
9	Reporting Agency Analyst
A	Spokesperson
