id	definition
A	Pre-Priced Prices included and price qualifier applies
B	Bonus Pack
C	Cents-off Pack
F	Feature Price
N	Not Pre-Priced
Y	Pre-Priced (Prices Included)
Z	Pre-Priced (Prices Not Included)
